X_IMAGE,Y_IMAGE,FLUX_RADIUS,FLUX_ISO,FLUXERR_ISO,FLAGS,A_IMAGE,B_IMAGE,THETA_IMAGE,XPEAK_IMAGE,YPEAK_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,FLUX_PEAK,FLUXERR_PEAK,FLX_PEAK3SIGMA_006,FLX_PEAK3SIGMA_010,ERR_PEAK3SIGMA_006,ERR_PEAK3SIGMA_010,FLX_PEAK1PIX_006,FLX_PEAK1PIX_010,ERR_PEAK1PIX_006,ERR_PEAK1PIX_010,EM_6_065,EM_6_065_UP,EM_6_065_DOWN,EM_6,EM_6_UP,EM_6_DOWN,EM_610,EM_610_UP,EM_610_DOWN,EM_BEST
4727.7173,4764.7495,9.265,28.50300625088128,0.005523965610150092,3,7.602,4.619,53.85,4728,4764,266.8334441,-28.385791700000002,0.009182263165712357,0.00016402288747485727,59.66602418489065,90.75274456809186,5.440026352213438,20.413232383467342,18.983881,25.880516,1.2102659,4.6200957,325354499.29345506,325632378.590375,325077206.5947879,4901583321.692015,4911503965.975779,4891683559.819513,115791307.89061052,148017886.50388777,88525669.25780143,325354499.29345506
4709.1201,4770.4961,10.933,101.81628476269769,0.010228397196667715,3,10.839,7.9860000000000015,63.62,4707,4768,266.8337756,-28.38573610000001,0.01908617839217186,0.00016402288747485727,85.17647125909102,109.51735175807129,5.501674741683939,20.79727777811148,35.67574699999999,46.052345,1.2300241000000005,4.6252875,3497461843.4771323,3497831008.5011435,3497092678.4531217,4697632898.31465,4698764629.4555855,4696501322.969721,146963198.47654408,180791340.3906024,114970994.9804544,146963198.47654408
4649.8467,4780.7949,5.13,1.7774651509674853,0.002282183224307134,3,3.043,1.746,-71.71,4650,4781,266.8346755,-28.3855555,0.0048759309574961645,0.00017479760572314262,38.52182371909935,76.96688247130606,11.68835261622997,30.587900404873423,8.9667845,21.159686999999998,2.227171,6.7533216,7726214.076415688,7736432.123114708,7715996.82449857,79546341.11652595,79686789.26246835,79406042.97841646,95478797.73436306,142158508.574201,-1.0,95478797.73436306
4748.9487,4806.9121,24.705,17.50747272877902,0.008149025506886615,3,14.552999999999999,9.046,58.48,4734,4785,266.8333494,-28.3855,0.003621997078880668,0.00016402288747485727,38.716453565685846,49.58076145961579,7.471634898926069,19.964872308915094,8.90633,13.009098,1.7458711,4.458323,108630249.89750314,108708926.57919487,108551620.31116,26159138.74777716,26172612.517900515,26145666.3595636,57822528.90624277,84931917.46092688,-1.0,57822528.90624277
4787.5103,4806.8618,7.249,25.074673113459177,0.00813859774262054,3,8.818999999999997,5.644,77.16,4786,4807,266.8325285,-28.385194399999996,0.008178051561117172,0.00017223251052200794,30.430863704719386,31.85359079482913,3.2032619332716967,13.462348897971244,15.239388,12.675393,0.64273393,3.0036537999999995,215289564.29969049,215466612.08788285,215112754.821402,151326259.14077142,151418578.92546198,151234004.19421217,36982674.7363235,52197526.09374348,-1.0,151326259.14077142
4694.5259,4809.2559,15.322000000000001,2.4342013320607894,0.002795092263756725,3,5.38,1.796,-76.51,4695,4808,266.8339651,-28.3851805,0.0040796296671032906,0.00018057113629765809,25.793102471596534,58.021677229792786,10.747501414606557,26.30230361194397,7.4677467,15.8347845,2.2464886,5.6849050000000005,10699919.868657397,10712721.03335902,10687119.95134683,54990700.40344722,55069139.15312394,54912308.46478552,69072534.53124137,106220990.60545547,-1.0,69072534.53124137
4472.9072,4810.7705,5.438,1.1684337278129486,0.0033395638769601783,3,6.218999999999999,2.006,-63.16,4473,4811,266.8374698,-28.385138800000004,0.0019293362274765968,0.00018962397007271647,17.134279294967982,11.131997559892788,6.145935242128501,7.1904430930751,4.096926,2.2687974,1.3596443,1.6272733,5027411.335058101,5042059.784197099,5012764.519275077,17866337.319668654,17921049.153602384,17811648.26436898,-1.0,17510008.749997813,-1.0,5027411.335058101
4670.0811,4817.6265,8.107999999999999,10.907690097137113,0.00423629549260033,1,4.251,3.6710000000000003,-72.44,4668,4817,266.8343913,-28.3850555,0.007085879798978567,0.00018057113629765809,40.347822258934244,86.0406210254295,25.616600659236173,40.34395277063318,14.0920105,21.660738000000002,5.8481455,8.930286,56695170.28650256,56722708.37869718,56667637.96625898,391021314.84230095,391974916.6618337,390074585.9315812,108760054.3749864,173838211.91404083,-1.0,108760054.3749864
4962.9912,4816.7969,5.996,5.885916279170855,0.007267707904537895,3,11.58,5.187,13.33,4961,4817,266.8297658,-28.3850555,0.002428489038720727,0.00019548890122678134,19.338503830220922,14.78315548449991,3.3629557834037294,6.06394948677254,5.6861744000000005,4.3790507000000005,0.75015545,1.3825091999999999,27542647.49542164,27580489.81696349,27504816.072623186,18754538.956876628,18779433.43071478,18729649.200078744,-1.0,21572510.781247307,-1.0,18754538.956876628
4816.9663,4827.2051,6.847,10.97699003180105,0.006135746484173855,3,6.386,4.217,-81.13,4816,4827,266.8320549,-28.3849167,0.0050824997015297396,0.00017403237870894372,19.489910267728103,3.3396165742643107,3.2323402464139788,10.786837794853929,9.097515,4.2165794000000005,0.7139357,2.4458222000000003,57146382.23692836,57186406.87862358,57106369.78705411,105901118.49558955,105992151.59060016,105810148.44457635,-1.0,-1.0,-1.0,57146382.23692836
4698.9609,4819.9116,5.0280000000000005,2.5760556534379484,0.0030284066347117944,3,6.8229999999999995,2.051,-77.98,4695,4833,266.8339651,-28.384833299999997,0.00506115285679698,0.00018057113629765809,76.11552196719516,160.8482753241351,16.353272284145056,32.82171747022469,11.757919000000001,30.379133000000003,3.5509508000000003,7.247878599999999,11351174.602916913,11365113.313180976,11337237.3715742,37779335.23729684,37830804.42701581,37727886.20664869,239697619.84372005,314853907.42183566,177744463.8671653,239697619.84372005
4493.4307,4822.9736,5.7589999999999995,1.4092976113588411,0.0034725334932325627,3,6.716,2.61,73.01,4499,4835,266.8370593,-28.3848055,0.0028340022545307875,0.00018962397007271647,28.89478422654405,12.295019279802366,8.795090962476694,8.730208569090776,7.0236979999999996,1.4658858000000001,2.0285304,1.8910375,6088133.5550763225,6103488.790296246,6072780.114623746,15184260.187648773,15223928.696702687,15144603.654451935,-1.0,23642824.316403303,-1.0,6088133.5550763225
4692.0366,4850.3857,8.632,90.499055286852,0.005430945923089315,3,6.476,5.252000000000002,-25.11,4692,4850,266.8340124,-28.3845972,0.02800649404525757,0.00018057113629765809,172.44071435444874,285.7484395142854,18.808626121008423,39.26809377715088,57.136665,77.031784,4.1248565,8.743229,3964063375.160086,3964315393.943703,3963811356.376472,3880131992.81779,3880375484.2013607,3879888501.434219,673135336.562416,1080010539.9998648,479697739.84369016,673135336.562416
4655.4932,4855.5288,5.5870000000000015,3.3102954878601825,0.0022320197737543284,3,3.187,2.16,-72.8,4655,4856,266.8345965,-28.384513899999998,0.006682857405394316,0.00018057113629765809,62.01538753922396,99.93840879328972,29.199073739511185,51.12749614387032,15.000807,23.559198000000002,6.685761500000001,11.425435,14774675.255082345,14785219.600799013,14764131.755716465,139002044.25116822,139168765.25405842,138835534.5854049,130010064.99998376,219853859.92184752,-1.0,130010064.99998376
4699.2861,4863.7437,9.649,117.89993471991356,0.007005936206984141,3,9.198,5.5710000000000015,-29.97,4701,4863,266.8338703,-28.38441670000001,0.0258383359760046,0.00017223251052200794,153.5180845621548,226.2700801046595,16.598086655151427,37.67533928495994,53.500719999999994,78.13764,3.6822502999999998,8.441031,3860901120.633407,3861140434.0153975,4222396746.760264,3331233429.4255586,3331441916.5749216,3331024942.276199,408447704.21869886,553760276.8749306,303330464.1601183,15457522.118853325
4828.1304,4864.5171,21.154,3.4544707742568166,0.00545175426716777,3,9.049,3.884,-48.46,4830,4863,266.8318338,-28.38441670000001,0.0024218684993684288,0.00017403237870894372,19.10998601415865,15.590891388346686,5.000175623413507,9.157832836833947,5.2451186,2.9890988,1.104424,2.0155957,15457522.118853325,15483412.644848702,15431636.694877693,18815567.20807537,18847497.299329787,18783644.876446165,-1.0,25947512.96874676,-1.0,408447704.21869886
4749.8882,4841.6948,20.787,2.8288265976359543,0.004704842218790299,3,9.921,3.2289999999999996,77.5,4757,4869,266.8329863,-28.384333299999998,0.003800527192652226,0.00017223251052200794,49.18016658075711,91.3282797755335,7.2428419252014375,21.659016797304684,8.519684,17.667196,1.5779973,4.814477,12519712.47854374,12541561.398404518,12497867.192254305,16776597.635501266,16806363.63219892,16746838.382351344,116728808.3593604,151025700.50779364,85244417.61717683,116728808.3593604
4702.208,4895.9878,12.597999999999999,41.11724709085235,0.0078048174677097905,3,11.219000000000001,5.477,-79.29,4706,4874,266.8337914,-28.384263899999997,0.009647772647440435,0.00017223251052200794,94.3568962490872,137.21212745475344,15.063965652102313,37.21311425231072,20.97103,23.924035999999997,3.3635669999999998,8.502365,4846701818.346125,4847802554.400335,4845601102.361879,314222700.91507226,314470696.73768586,313975172.41385025,193525721.7577883,268994509.49215394,-1.0,314222700.91507226
4662.0513,4887.332,12.828,37.91050235001494,0.007134056026570225,3,10.261,4.874,-81.45,4661,4883,266.8345018,-28.384138899999996,0.011611520312726498,0.00018057113629765809,44.81528953537337,65.53169851808462,17.571675393309334,41.09789223864541,19.508194,26.161479999999997,4.1050425000000015,9.396253999999999,5145711501.888794,5150689936.819524,5140737386.63271,4590697576.029772,4626979816.944593,4554757249.567528,79306914.64842758,140635070.31248248,-1.0,79306914.64842758
4761.1689,4887.395,9.706,109.445245771495,0.010474504930851015,3,10.96,6.749,83.16,4759,4886,266.83295469999996,-28.3840972,0.020342560485005386,0.00017223251052200794,93.59263027866295,130.78569945589385,6.484141360889205,20.478262971323176,41.37914,48.80784600000001,1.4146007,4.5071917,3772807581.41009,3773185628.9956455,3772429533.824536,5049935227.782008,5051070574.084486,5048800027.138622,182588216.2890397,220166360.07809752,148486636.73826268,182588216.2890397
4737.146,4888.0322,10.145,15.303346618690071,0.00559018452751345,3,7.104,4.995,-21.11,4737,4888,266.833302,-28.384069399999994,0.005107575096189976,0.00017223251052200794,39.03939652705794,57.44188392638386,10.12733899812127,27.51490475861173,10.604607000000001,18.925307999999998,2.2827523,6.2170672,88913080.57115114,88959523.98551133,88866653.57178532,115705264.15376268,115773079.54803799,115637483.75226486,68291284.14061648,107158491.07420534,-1.0,88913080.57115114
4581.7563,4895.5688,16.472,9.785870783805981,0.00528299332988626,3,8.552,4.603,61.23,4581,4897,266.8357648,-28.383944399999997,0.002791261766105891,0.00018588984676171091,24.96579177994461,20.755299426172076,4.690932961259552,19.40047413902529,6.390789,5.3081365,0.91919094,4.210854,49598722.49361824,49631259.20016978,49566193.8442937,54091384.20218816,54127521.13314667,54055257.20991754,-1.0,45478772.73436932,-1.0,49598722.49361824
4771.627,4911.9614,5.292999999999998,7.0682451909685335,0.002914085079692047,3,4.612,2.3819999999999997,-80.96,4772,4912,266.83274950000003,-28.383736100000004,0.005452734883874655,0.00017986078455578536,24.746494858214675,28.99426441211381,3.977069089017608,12.559054846320764,9.019958,12.253511999999999,0.87751216,2.6772866,33846935.23612234,33862853.27586908,33831019.12511043,271679621.1722239,272054424.0435861,271305884.6874576,31963140.976558506,47353773.67186909,-1.0,33846935.23612234
4700.9688,4941.7979,8.986,23.09949362421997,0.00899441151012063,3,10.315,8.926,76.02,4701,4940,266.8338703,-28.3833472,0.005643188487738371,0.00017986078455578536,24.796625845170823,9.868716355813293,4.485858640283314,13.388912928280588,11.289061,3.7369854,0.9531514999999999,2.9055862,178136823.88544232,178284268.87818208,177989544.21021804,54709869.77310282,54736297.22564872,54683447.63636404,-1.0,25322512.65624684,-1.0,54709869.77310282
4840.1655,5021.7407,12.058,36.31176553335767,0.008348062285117235,3,14.082,5.2120000000000015,-63.51,4841,5019,266.8316602,-28.38225,0.005361550021916628,0.00021073817333672198,41.77734475350996,37.99473383422486,3.458958105042934,9.829056923095834,11.197303,8.191588000000001,0.781085,2.1264032999999998,5159081487.689153,5165120085.506071,5153049167.7552395,146329087.06133074,146390902.415778,146267300.78286523,-1.0,55556902.77343056,-1.0,146329087.06133074
4859.8745,5028.1792,10.482999999999999,63.21173735652912,0.009746587813223595,3,13.158,6.416,-64.65,4863,5029,266.8313129,-28.382111100000003,0.010270253755152224,0.00021073817333672198,48.45150426876221,52.36606420559469,3.2603163725851965,11.041133278111497,18.820042,19.704138,0.7147238,2.4952166,5183426421.703779,5185303804.448607,5181549426.734688,5261621332.098861,5294467850.024957,5229014044.454357,63672141.20604674,76416288.20311545,-1.0,63672141.20604674
4811.231,5033.5825,11.805,4.845298860133751,0.007955684019742245,3,13.104000000000001,8.291,79.24,4824,5036,266.83192859999997,-28.382013899999997,0.0021178198512643576,0.00021073817333672198,21.57579708724904,9.760106272329775,2.5217978757727764,8.364804794876486,5.339575,1.6390431,0.54847664,1.8501134999999997,22233764.578118164,22273548.60747692,22193992.594458226,8205136.953571044,8219039.691110508,8191235.687329636,-1.0,21220948.1054661,-1.0,8205136.953571044
5096.2017,5051.4287,13.648,60.00341129886525,0.01591136293846247,3,14.802999999999999,13.193,-6.39,5091,5059,266.8277136,-28.381694399999997,0.005823133047670126,0.00018205569358542562,39.314362450595524,31.759656201745127,3.76760562980952,4.994733185252054,12.557654,10.293512,0.8670711999999999,1.130285,5183598579.148631,5186844123.537275,5180354194.867188,70914110.21722533,70939044.3850863,70889180.78145772,-1.0,43584240.53710393,-1.0,70914110.21722533
4726.4263,5318.5430000000015,5.727,5.642895938565657,0.006433025120759076,3,7.737,4.145,75.45,4726,5318,266.8334756,-28.3780972,0.0031735033262521037,0.00016834308917168528,6.210922875266206,5.195554079987215,0.915001166416854,3.092999670642471,4.539581299999999,3.6113439,0.20651907,0.67891246,26283498.25245935,26316674.314205553,26250330.56766402,35860939.703199044,35907955.3387627,35813940.8895409,-1.0,7431878.710936572,-1.0,26283498.25245935
4787.332,5727.4326,9.045,77.56815575238309,0.011644192234825584,3,10.579,7.251,-87.79,4791,5729,266.8324495,-28.372388899999997,0.016772150993347168,0.0001271754881599918,60.967203683305684,74.24500792443742,1.8328757694401407,9.896345422365894,30.409665999999998,33.440834,0.3935683,2.2201464,4105735947.8909054,4570046921.427357,4568575996.952923,5073672862.973696,5074580790.750128,5072764948.936486,91845983.41795726,105947552.96873675,80361602.6757712,91845983.41795726
4767.9761,5775.1411,6.541,9.078420241781624,0.005764686665079402,3,6.267,4.707,62.44,4768,5774,266.8328126,-28.371763899999998,0.003967217169702053,0.0001271754881599918,14.384774446696785,24.62179997133727,4.767452003806183,12.751936633180089,6.465625,9.516839,1.0304712999999999,2.8306972999999997,45312924.55499908,45347288.46016147,45278569.63730568,71071019.08526413,71130905.61700977,71011159.8436958,25478762.734371826,41963145.97655726,-1.0,45312924.55499908
4762.166,5800.7974,6.475,23.588222544035336,0.00717362337913027,3,9.73,4.375,83.08,4762,5800,266.83290730000004,-28.3714028,0.010979041457176208,0.00015976907161530107,33.86426109474486,53.46135605342123,8.538857548482339,13.619335682860784,17.00316,25.273355,1.9184895,3.0392957000000003,186398485.5382245,186523705.5938941,186273384.7384866,183352431.03099468,183473862.8650184,183231111.34969443,62978781.48436713,81494415.74217732,-1.0,183352431.03099468
5233.7095,6005.4673,6.4860000000000015,8.829628094759858,0.007851824660887213,3,9.642000000000001,5.47,-21.68,5235,6005,266.8254412,-28.3685554,0.0035878478083759546,9.045582555700094e-05,7.6743700685079155,7.736272478387124,0.6947226726413808,2.320896995468067,5.6780186,4.1841598,0.15559337,0.52135473,43838349.91306227,43884635.08190886,43792081.04755947,33873889.03597294,33908256.68488893,33839530.376484044,8520746.44287003,9385004.687498828,-1.0,33873889.03597294
4734.73,6049.4341,11.440999999999999,141.35161565700645,0.017071666912429725,3,17.912,10.635,-59.07,4733,6052,266.833365,-28.3679028,0.01897791959345341,0.00017465162090957162,106.12225939423132,111.96850104554665,6.328856569905755,16.520341603763427,40.352528,40.245693,1.4282328000000002,3.7710720999999996,4661979079.758819,4662562224.9979925,4661395934.519646,5033115184.4173355,5108478144.150078,4934277346.351528,151181950.58591864,179228839.6093526,-1.0,151181950.58591864
5436.8345,6068.4214,12.827,25.282463245477533,0.011707225563936934,3,12.335999999999999,9.833,-50.1,5434,6068,266.8223002,-28.367680199999995,0.004900559317320585,0.00010920053318841384,16.464246731030002,15.493834191553342,0.9517936989314516,2.5537729798264923,7.825925999999999,6.813884700000001,0.2120154,0.5699696,219886304.16202644,220150141.41839635,219622995.7732316,43700002.29726441,43724012.58318652,43675996.39928823,-1.0,19150634.57031011,-1.0,43700002.29726441
5456.499,6074.2104,6.319,2.196219525956664,0.0038217864431879843,3,6.0520000000000005,2.289,-59.22,5457,6074,266.8219372,-28.367596799999998,0.0010951184667646883,0.00010920053318841384,7.877653063299893,8.880045612432928,0.8891287201789712,2.387285473942117,2.1273923,2.4445767000000003,0.20415564,0.5430538,9614543.265561434,9631902.829280447,9597185.995698687,31841067.84261136,31903784.27078805,31778381.344062395,9287348.388670716,10166255.078123733,-1.0,9614543.265561434
4709.4873,6080.8848,8.29,3.5789153074768967,0.004016789588255637,3,5.597,3.955,-9.31,4708,6081,266.8337596,-28.3675,0.0018063051393255594,0.00017465162090957162,13.838854174228524,14.448741809020571,3.65382700263022,10.888878956020672,4.0250883,3.5787225,0.7955225,2.3926249,16049787.48088875,16068949.034288865,16030628.722245682,32556748.37134649,32598221.61233571,32515288.220513593,15947507.968748007,26572513.28124668,-1.0,16049787.48088875
3928.9587,6231.8809,12.219000000000001,31.02051364881969,0.013818617644198271,3,13.720999999999998,9.712,-83.17,3924,6233,266.8461342,-28.365388199999998,0.004453991539776325,0.00025674686185084283,20.767062650449727,19.629414030360753,1.9284426322901569,4.0230593416077385,8.698889999999999,7.8686585000000004,0.4334708,0.8842817,758704746.6162642,779004083.332478,741126547.4854339,49902573.04317173,49929617.97672621,49875533.6767094,-1.0,25010012.49999688,-1.0,49902573.04317173
3455.3865,6460.103,15.661,17.167757414747037,0.014537364399487747,2,21.426,8.416,-81.82,3457,6458,266.8535047,-28.362262199999996,0.0015651441644877195,0.00012048608186887576,8.382335793075558,7.925316376118048,1.2916547322864524,2.02997581723756,2.9832337000000004,2.7287169,0.30207658,0.45679945,105391625.05326036,105528591.69584368,105254801.0775141,18182804.23368265,18199318.71800281,18166291.82533413,-1.0,9463129.72656132,-1.0,18182804.23368265
