Unnamed: 0,x_img,y_img,r_img,006_idx,022_idx,096_idx,flx_006,err_006,EM,R,W022,f022,w022,NLY,f044,f080,w096,obsf_096,dustf_096,gasmass,gasn,r_i,t
26,4685.1257,5015.4197,8.0,36,-1,36,3.1173890762852707,0.06119160054657132,12497135.521077612,0.3414674215792775,-1.0,-1.0,0.0,46.31295325930529,2.7009153909429227,2.521754141645186,1.0,3.883162217786988,1.406805830392492,0.6325745355255801,919779.0182416077,0.00011744580153292658,26401.96144955534
25,4862.537,5017.6067,12.0,37,33,37,30.314564967808078,0.17442717193441618,159465641.79237133,0.38259202678221416,44.053304053518616,44.18072183370717,1.0,47.51652892532178,42.68744782814962,40.29752828450079,1.0,49.572948396692965,9.970314907420324,4.483182529777806,2507552.9924708838,0.00029582126157539436,16100.484062387191
28,4750.0964,5030.4902,10.0,38,-1,38,1.3997604071298175,0.0012826973892192195,3056248.1741655143,0.4545327270945405,-1.0,-1.0,0.0,45.949830915831356,1.065951202782332,1.092899932900589,1.0,3.078672607822272,2.005500808430643,0.901779559752925,671339.407829282,8.887849971380148e-05,53685.967327190854
24,4859.7462,5034.3517,13.0,39,34,39,36.57929686010603,0.13476626161330862,87431682.80338249,0.5054378409652787,42.96706790095127,43.004470720285305,1.0,47.4979109337899,41.14390817179838,38.60649877777827,1.0,45.593874766385106,7.667457964984443,3.4476958767712467,1928380.1307451432,0.00029162408400071045,26503.22696953585
11,5096.1165,5054.116,25.0,40,-1,40,73.94036603210274,0.4634283910147598,23721497.44800993,1.2325177483509109,-1.0,-1.0,0.0,47.70609214751216,66.73984855565274,62.35074269582054,1.0,84.46426284642527,23.23237417173101,10.44650795677969,639189.1367426019,0.00034215045792469767,111920.92443752053
23,4734.1984,5191.294,14.0,41,-1,41,5.449460677584756,0.0031957945599482905,5556621.6606874615,0.668281377864145,-1.0,-1.0,0.0,46.54422358373625,4.601982816552291,4.295097898645543,1.0,5.9730453677274005,1.7554236223889408,0.7893315897571375,214149.5326789016,0.00014025798789216184,74850.94565828276
53,4764.7541,5192.6829,12.0,42,-1,42,3.1047582925907413,0.0095462092396907,4447032.27902957,0.5626721958654081,-1.0,-1.0,0.0,46.298083192839925,2.6111437050788866,2.4368717667349853,1.0,5.385126747736808,2.992225898534312,1.3454635082261994,579655.4709079065,0.00011611298966075134,63826.62085991985
12,4726.0,5317.1628,10.0,43,35,43,4.9750625192954026,0.02158628035890142,11201511.814248864,0.4545327270945405,32.188766363424314,32.188766363424314,1.0,46.513860485704924,4.2899157211169525,4.005068691878739,1.0,79.03665950349959,75.10371864584367,33.77061632264043,18888726.803996544,8.967501296553079e-05,53327.85497091337
21,4869.6568,5612.7516,13.0,44,-1,44,6.12606995248288,0.011629505286353928,7410431.94982847,0.6157109711544858,-1.0,-1.0,0.0,46.59807804148336,5.209016415012986,4.8621407302607,1.0,11.668071538377752,6.893588911735092,3.099723294954286,563384.2908893073,0.00014617701536569265,62871.4770051723
13,4786.8138,5726.4883,22.0,45,36,45,79.106611200737,0.11712008881410947,467332710.9420201,0.5257389526050107,227.30789854409042,227.53715228714464,1.0,48.25735078530246,231.70966589070062,221.87086102855991,1.0,141.03562645335427,-1.0,-1.0,-1.0,0.0005223601102212192,18321.175074681658
22,4888.7541,5745.2754,12.0,46,-1,46,3.0100289351060923,0.013292126520531385,4309098.324649577,0.5626721958654081,-1.0,-1.0,0.0,46.28440030482238,2.5290948054402937,2.36129250319904,1.0,7.314982988342731,4.996299331490103,2.246601244240185,967885.5607828184,0.00011489995131849926,64331.45290408224
14,4768.0464,5774.1163,9.0,47,37,47,7.79675618519861,0.07599440583885961,1067950776.6326203,0.16270664701107135,43.512917810376216,43.512917810376216,1.0,47.593253849962956,48.674816778664855,48.08430391486005,1.0,1400.9742919991807,1353.4942362178365,608.6028144859025,66056400.93754293,8.912394897670946e-05,8871.230332377361
15,4761.7209,5800.2791,13.0,48,38,48,28.24287016556693,0.4050255024762305,1317845622.583545,0.3096337627612389,184.20282436240302,184.20282436240302,1.0,48.24167152927002,213.8117210059336,214.0035672610299,1.0,290.9378046299382,79.34880206672256,35.67943103979341,26561932.843657933,0.0002690938691894971,11933.85957828433
16,5235.5582,6003.8837,10.0,49,39,49,6.413757961358655,0.0037594071684137493,140899970.6424046,0.1819119638166954,8.850011702368489,8.864094408096681,1.0,46.81715652853207,8.549916352667584,8.052041637835586,1.0,9.73557026384059,1.8231500402060368,0.8197849802449406,610297.6689067641,0.00017294390167551794,6553.3224938613985
17,4735.4113,6047.5793,24.0,50,40,50,162.58431728427382,0.8741857336621999,395670525.4143181,0.7618607716844377,411.2253755229385,411.3058820103015,1.0,48.50778229831511,414.2496685181357,394.94060014582453,1.0,271.4443140630201,-1.0,-1.0,-1.0,0.0006330633561992716,30371.171189054774
18,5437.2559999999985,6068.0,15.0,51,41,51,16.54647714203886,0.02148069370714165,239420070.28954,0.258827327898059,27.86022757590321,29.7916314890727,1.0,47.352997597489605,27.240671661106038,27.65330737305439,1.0,19.819654513464638,-1.0,-1.0,-1.0,0.0002609269526741086,8921.629185431491
19,3929.0235,6229.9859,17.0,52,-1,52,23.563458590092484,0.04202246095468667,16460977.287231762,0.8240752392834043,-1.0,-1.0,0.0,47.19780513030953,20.71425795628878,19.344371043351106,1.0,30.28291649998634,11.286395773689236,5.074962308272106,647824.0395236576,0.00023162643335594046,74137.06607954172
20,3459.0,6453.0,39.0,53,-1,53,20.574287132544185,0.06039656872885772,2463369.0886828173,1.9388398592973068,-1.0,-1.0,0.0,47.11612960296727,15.939363519121803,16.027990872193868,1.0,4.0998303476926585,-1.0,-1.0,-1.0,0.00021755193180335,347352.0601113564
